Ort;Zusatz;Plz;Vorwahl;Bundesland
München;;81827;89;Bayern
München;;81829;89;Bayern
München;;81925;89;Bayern
München;;81927;89;Bayern
München;;81929;89;Bayern
Münchenbernsdorf;;7589;36604;Thüringen
München-Flughafen;;85356;811;Bayern
München-Flughafen;;85356;811;Bayern
Münchengosserstädt;;99510;36421;Thüringen
Münchenlohra;;99759;36338;Thüringen
Münchenroda;;7751;3641;Thüringen
Münchenroda;;7751;3641;Thüringen
Münchhausen;, NL;3238;35323;Brandenburg
Münchhausen;am Christenberg;35117;6457;Hessen
Münchhofe;;15868;33671;Brandenburg
Münchsmünster;;85126;8402;Bayern
Münchsteinach;;91481;9166;Bayern
Münchwald;;55595;6706;Rheinland-Pfalz
Münchweiler;an der Rodalb;66981;6395;Rheinland-Pfalz
Münchweiler;an der Alsenz;67728;6302;Rheinland-Pfalz
Münchweiler;am Klingbach;76857;6346;Rheinland-Pfalz
Mundelsheim;;74395;7143;Baden-Württemberg
Munderkingen;;89597;7393;Baden-Württemberg
Mündersbach;;56271;2680;Rheinland-Pfalz
Mundhardterhof;;67098;6322;Rheinland-Pfalz
Münk;;56729;2656;Rheinland-Pfalz
Munkbrarup;;24960;4631;Schlewig-Holstein
Münnerstadt;;97702;9733;Bayern
Munningen;;86754;9092;Bayern
Munschwitz;;7338;36734;Thüringen
Münsing;, Starnberger See;82541;8177;Bayern
Münsingen;, Württ;72525;7381;Baden-Württemberg
Munster;, Örtze;29633;5192;Niedersachsen
Münster;, Westf;48143;251;Nordrhein-Westfalen
Münster;, Westf;48145;251;Nordrhein-Westfalen
Münster;, Westf;48147;251;Nordrhein-Westfalen
Münster;, Westf;48149;251;Nordrhein-Westfalen
Münster;, Westf;48151;251;Nordrhein-Westfalen
Münster;, Westf;48153;251;Nordrhein-Westfalen
Münster;, Westf;48155;251;Nordrhein-Westfalen
Münster;, Westf;48157;251;Nordrhein-Westfalen
Münster;, Westf;48159;251;Nordrhein-Westfalen
Münster;, Westf;48161;251;Nordrhein-Westfalen
Münster;, Westf;48163;251;Nordrhein-Westfalen
Münster;, Westf;48165;251;Nordrhein-Westfalen
Münster;, Westf;48167;251;Nordrhein-Westfalen
Münster;b Dieburg;64839;6071;Hessen
Münster;, Lech;86692;8276;Bayern
Münsterappel;;67822;6362;Rheinland-Pfalz
Münsterdorf;;25587;4828;Schlewig-Holstein
Münsterhausen;;86505;8281;Bayern
Münstermaifeld;;56294;2605;Rheinland-Pfalz
Münster-Sarmsheim;;55424;6721;Rheinland-Pfalz
Münsterschwarzach Abtei;;97359;9324;Bayern
Münstertal;, Schwarzwald;79244;7636;Baden-Württemberg
Münzenberg;;35516;6033;Hessen
Mupperg;;96524;36761;Thüringen
Murchin;;17390;3971;Mecklenburg-Vorpommern
Murg;, Baden;79730;7763;Baden-Württemberg
Mürlenbach;;54570;6594;Rheinland-Pfalz
Murnau;a. Staffelsee;82418;8841;Bayern
Mürow;;16278;33335;Brandenburg
Mürowsche Kavelheide;, Gem Mürow;16306;33336;Brandenburg
Murr;, Württ;71711;7144;Baden-Württemberg
Murrhardt;;71540;7192;Baden-Württemberg
Müsch;b Adenau;53533;2693;Rheinland-Pfalz
Muschau;b Grimma;4668;34386;Sachsen
Müschen;, NL;3096;35603;Brandenburg
Müschenbach;;57629;2662;Rheinland-Pfalz
Muschwitz;;6679;34441;Sachsen-Anhalt
Müsselmow;;19412;38486;Mecklenburg-Vorpommern
Müssen;, Kr Hzgt Lauenb;21516;4155;Schlewig-Holstein
Mustin;b Sternberg;19406;38485;Mecklenburg-Vorpommern
Mustin;b Ratzeburg;23911;4546;Schlewig-Holstein
Musweiler;;54534;6575;Rheinland-Pfalz
Mutlangen;;73557;7171;Baden-Württemberg
Muttenhaus;;88373;7505;Baden-Württemberg
Mutterschied;;55469;6761;Rheinland-Pfalz
Mutterstadt;;67112;6234;Rheinland-Pfalz
Mützdorf;;14823;33848;Brandenburg
Mützel;;39307;3933;Sachsen-Anhalt
Mützenich;b Prüm;54608;6555;Rheinland-Pfalz
Mützlitz;;14715;33878;Brandenburg
Mutzschen;;4688;34385;Sachsen
Mutzschwitz;;1623;35246;Sachsen
Muxerath;;54673;6564;Rheinland-Pfalz
Mylau;;8499;3765;Sachsen
Nabburg;;92507;9433;Bayern
Nachrodt-Wiblingwerde;;58769;2352;Nordrhein-Westfalen
Nachrodt-Wiblingwerde;;58769;2352;Nordrhein-Westfalen
Nächst Neuendorf;;15806;3377;Brandenburg
Nachterstedt;;6469;34741;Sachsen-Anhalt
Nachtsheim;;56729;2656;Rheinland-Pfalz
Nack;, Rheinhess;55234;6736;Rheinland-Pfalz
Nackel;;16845;33978;Brandenburg
Nackenheim;;55299;6135;Rheinland-Pfalz
Nackterhof;;67311;6351;Rheinland-Pfalz
Nadrensee;;17329;39746;Mecklenburg-Vorpommern
Nagel;, Oberfr;95697;9236;Bayern
Nägelstedt;;99958;36042;Thüringen
Nagold;;72202;7452;Baden-Württemberg
Nagoldtal;;75399;7452;Baden-Württemberg
Nahe;;23866;4535;Schlewig-Holstein
Näherhof;, Gem Süßen;73054;;Baden-Württemberg
Nahmitz;;14797;3382;Brandenburg
Nahrendorf;;21369;5855;Niedersachsen
Nahrstedt;;39599;3931;Sachsen-Anhalt
Nahwinden;;99326;3629;Thüringen
Naila;;95119;9282;Bayern
Nakenstorf;;23992;38422;Mecklenburg-Vorpommern
Nalbach;;66809;6838;Saarland
Namborn;;66640;6857;Saarland
Nandlstadt;;85405;8756;Bayern
Nannhausen;;55469;6761;Rheinland-Pfalz
Nanzdietschweiler;;66909;6383;Rheinland-Pfalz
Narsdorf;;4657;34346;Sachsen
Naschendorf;;23936;3881;Mecklenburg-Vorpommern
Nasingen;;54673;6564;Rheinland-Pfalz
Nassau;, Lahn;56377;2604;Rheinland-Pfalz
Nasseböhla;;1561;3522;Sachsen
Nassenfels;;85128;8424;Bayern
Nassenheide;;16515;33051;Brandenburg
Naßkamping;;94565;8541;Bayern
Nastätten;;56355;6772;Rheinland-Pfalz
Natendorf;;29587;5806;Niedersachsen
Nattenheim;;54636;6569;Rheinland-Pfalz
Nattheim;;89564;7321;Baden-Württemberg
Nauberg;;4668;34386;Sachsen
Naudin;;23996;38424;Mecklenburg-Vorpommern
Nauen;, Havelland;14641;3321;Brandenburg
Nauendorf;b Halle, Saale;6193;34603;Sachsen-Anhalt
Nauendorf;b Kranichfeld;99448;36209;Thüringen
Naugarten;;17291;39852;Brandenburg
Nauheim;, Kr Groß-Gerau;64569;6152;Hessen
Naumburg;(Saale);6618;3445;Sachsen-Anhalt
Naumburg;, Hess;34311;5625;Hessen
Naundorf;b Bischofswerda;1877;35930;Sachsen
Naundorf;b Vetschau;3226;35433;Brandenburg
Naundorf;b Altenburg, Thür;4617;34495;Thüringen
Naundorf;b Oschatz;4769;34362;Sachsen
Naundorf;b Schlieben;4936;35361;Brandenburg
Naundorf;bei Seyda;6918;35387;Sachsen-Anhalt
Naunheim;, Maifeld;56753;261;Rheinland-Pfalz
Naunhof;b Grimma;4683;34293;Sachsen
Nauort;;56237;2601;Rheinland-Pfalz
Naurath;(Eifel);54340;6508;Rheinland-Pfalz
Naurath;(Wald);54426;6509;Rheinland-Pfalz
Nauroth;, Westerw;57583;2747;Rheinland-Pfalz
Nausiß;;99631;36374;Thüringen
Nausitz;;6571;3466;Thüringen
Nausnitz;;7616;36692;Thüringen
Nauwalde;;1609;35263;Sachsen
Nazza;;99826;36924;Thüringen
Nebel;, Amrum;25946;4863;Schlewig-Holstein
Nebelin;;19348;38793;Brandenburg
Nebelschütz;;1920;3578;Sachsen
Nebra;(Unstrut);6642;34461;Sachsen-Anhalt
Neckarbischofsheim;;74924;7263;Baden-Württemberg
Neckargemünd;;69151;6223;Baden-Württemberg
Neckargerach;;69437;6263;Baden-Württemberg
Neckarsteinach;;69239;6229;Hessen
Neckarsulm;;74172;7132;Baden-Württemberg
Neckartailfingen;;72666;7127;Baden-Württemberg
Neckartenzlingen;;72654;7127;Baden-Württemberg
Neckarwestheim;;74382;7133;Baden-Württemberg
Neckarzimmern;;74865;6261;Baden-Württemberg
Neddemin;;17039;395;Mecklenburg-Vorpommern
Nedderhagen;;23948;;Mecklenburg-Vorpommern
Nedlitz;b Zerbst;39264;39243;Sachsen-Anhalt
Nedlitz;b Burg b Magdeburg;39291;39224;Sachsen-Anhalt
Neef;;56858;6542;Rheinland-Pfalz
Neehausen;;6295;34773;Sachsen-Anhalt
Neenstetten;;89189;7340;Baden-Württemberg
Neese;;19300;38756;Mecklenburg-Vorpommern
Neese Ausbau;;19300;38756;Mecklenburg-Vorpommern
Neetze;, Kr Lüneburg;21398;5850;Niedersachsen
Neetzka;;17349;3966;Mecklenburg-Vorpommern
Neetzow;;17391;39721;Mecklenburg-Vorpommern
Negenborn;b Holzminden;37643;5532;Niedersachsen
Negenharrie;;24625;4322;Schlewig-Holstein
Negernbötel;;23795;4551;Schlewig-Holstein
Nehlitz;;6193;34606;Sachsen-Anhalt
Nehms;;23813;4557;Schlewig-Holstein
Nehmten;;24326;4526;Schlewig-Holstein
Nehren;, Mosel;56820;2673;Rheinland-Pfalz
Nehren;, Württ;72147;7473;Baden-Württemberg
Neichen;, Kr Daun;54552;2692;Rheinland-Pfalz
Neidenbach;;54657;6563;Rheinland-Pfalz
Neidenberga;;7338;36737;Thüringen
Neidenfels;, Pfalz;67468;6325;Rheinland-Pfalz
Neidenstein;, Elsenzgau;74933;7263;Baden-Württemberg
Neidhardtsthal;, Stadt Eibenstock;8318;37752;Sachsen
Neidhartshausen;;36452;36964;Thüringen
Neidhof;, Eifel;54538;6532;Rheinland-Pfalz
Neidlingen;;73272;7023;Baden-Württemberg
Neindorf;b Oschersleben;39387;3949;Sachsen-Anhalt
Neinstedt;;6502;3947;Sachsen-Anhalt
Neißeaue;;2829;35820;Sachsen
Neitersen;, Westerw;57638;2681;Rheinland-Pfalz
Nellingen;, Alb;89191;7337;Baden-Württemberg
Nempitz;;6231;3462;Sachsen-Anhalt
Nemsdorf-Göhrendorf;;6268;34771;Sachsen-Anhalt
Nenndorf;, Ostfriesl;26556;4975;Niedersachsen
Nennhausen;;14715;33878;Brandenburg
Nennslingen;;91790;9147;Bayern
Nentershausen;, Hess;36214;6627;Hessen
Nentershausen;, Westerw;56412;6485;Rheinland-Pfalz
Neperstorf;;19417;38484;Mecklenburg-Vorpommern
Neppermin;;17429;38379;Mecklenburg-Vorpommern
Nepperwitz;;4828;3425;Sachsen
Nerchau;;4685;34382;Sachsen
Nerdin;;17391;39727;Mecklenburg-Vorpommern
Nerdlen;;54552;6592;Rheinland-Pfalz
Nerenstetten;;89129;7345;Baden-Württemberg
Neresheim;;73450;7326;Baden-Württemberg
Neritz;b Bad Oldesloe;23843;4531;Schlewig-Holstein
Nermsdorf;;99439;36451;Thüringen
Neroth;;54570;6591;Rheinland-Pfalz
Nersingen;;89278;7308;Bayern
Nerzweiler;;67749;6304;Rheinland-Pfalz
Neschholz;;14806;33841;Brandenburg
Neschow;;19217;38873;Mecklenburg-Vorpommern
Neschwitz;;2699;35933;Sachsen
Nesow;;19217;38872;Mecklenburg-Vorpommern
Nessa;;6682;34443;Sachsen-Anhalt
Nesselwang;;87484;8361;Bayern
Netphen;;57250;2738;Nordrhein-Westfalen
Nettelsee;;24250;4302;Schlewig-Holstein
Nettemühle;b Mayen;56753;;Rheinland-Pfalz
Nettersheim;;53947;2486;Nordrhein-Westfalen
Nettetal;;41334;2153;Nordrhein-Westfalen
Nettgau;;38489;39003;Sachsen-Anhalt
Netzbach;;65623;6430;Rheinland-Pfalz
Netzeband;b Neuruppin;16818;33924;Brandenburg
Netzen;;14797;3382;Brandenburg
Netzow;b Glöwen;19339;38787;Brandenburg
Netzschkau;;8491;3765;Sachsen
Neu Babst;;23992;;Mecklenburg-Vorpommern
Neu Bartelshagen;;18442;38321;Mecklenburg-Vorpommern
Neu Bleckede;;19273;38844;Niedersachsen
Neu Bochow;;14550;33207;Brandenburg
Neu Boltenhagen;;17509;38352;Mecklenburg-Vorpommern
Neu Darchau;;29490;5853;Niedersachsen
Neu Degtow;;23936;3881;Mecklenburg-Vorpommern
Neu Dessau;;14715;;Brandenburg
Neu Duvenstedt;;24794;4331;Schlewig-Holstein
Neu Duvenstedt-Nord;;24791;4338;Schlewig-Holstein
Neu Fahrland;;14476;331;Brandenburg
Neu Fahrland;;14476;331;Brandenburg
Neu Falkenrehde;;14641;33233;Brandenburg
Neu Gaarz;b Waren;17194;39933;Mecklenburg-Vorpommern
Neu Gaarz;b Ostseebad Rerik;18230;38296;Mecklenburg-Vorpommern
Neu Garge;;19273;38841;Niedersachsen
Neu Glienicke;;16818;33929;Brandenburg
Neu Göhren;;19294;38755;Mecklenburg-Vorpommern
Neu Golm;;15526;33631;Brandenburg
Neu Gülze;;19258;38847;Mecklenburg-Vorpommern
Neu Heinde;;17168;39976;Mecklenburg-Vorpommern
Neu Hohenfelde;;18209;38203;Mecklenburg-Vorpommern
Neu Hohenvier;;19348;38789;Brandenburg
Neu Jabel;;19303;38759;Mecklenburg-Vorpommern
Neu Käbelich;;17348;3966;Mecklenburg-Vorpommern
Neu Kaliß;;19294;38758;Mecklenburg-Vorpommern
Neu Karin;;18236;38297;Mecklenburg-Vorpommern
Neu Käterhagen;;18246;38462;Mecklenburg-Vorpommern
Neu Kemnitz;;16928;3395;Brandenburg
Neu Königsaue;;6449;34741;Sachsen-Anhalt
Neu Kosenow;;17398;39726;Mecklenburg-Vorpommern
Neu Krüssow;;16928;33989;Brandenburg
Neu Lübbenau;;15910;35473;Brandenburg
Neu Lüblow;;19288;38753;Mecklenburg-Vorpommern
Neu Lübtheen;;19249;38855;Mecklenburg-Vorpommern
Neu Lutterow;;16837;33923;Brandenburg
Neu Mahlisch;;15306;33470;Brandenburg
Neu Necheln;;19412;38483;Mecklenburg-Vorpommern
Neu Pastin;;19406;3847;Mecklenburg-Vorpommern
Neu Pennewitt;;19417;;Mecklenburg-Vorpommern
Neu Pinnow;;19357;38788;Brandenburg
Neu Plötzin;;14542;3327;Brandenburg
Neu Poorstorf;;23992;;Mecklenburg-Vorpommern
Neu Poserin;;19399;38736;Mecklenburg-Vorpommern
Neu Premslin;;19357;38797;Brandenburg
Neu Redlin;;16928;33969;Brandenburg
Neu Rethwisch;;18211;;Mecklenburg-Vorpommern
Neu Runstedt;;38822;3941;Sachsen-Anhalt
Neu Ruthenbeck;;19374;38723;Mecklenburg-Vorpommern
Neu Saunstorf;;23996;38424;Mecklenburg-Vorpommern
Neu Schlagsdorf;;19067;3866;Mecklenburg-Vorpommern
Neu Schloen;, Meckl;17192;39934;Mecklenburg-Vorpommern
Neu Stieten;;23966;3841;Mecklenburg-Vorpommern
Neu Thurow;;19205;38876;Mecklenburg-Vorpommern
Neu Viecheln;;23996;38423;Mecklenburg-Vorpommern
Neu Virneburg;;56729;;Rheinland-Pfalz
Neu Vitense;;19217;38872;Mecklenburg-Vorpommern
Neu Weitendorf;;23968;38428;Mecklenburg-Vorpommern
Neu Wendischthun;;19273;38844;Niedersachsen
Neu Woserin;;19406;38485;Mecklenburg-Vorpommern
Neu Wulmstorf;, Niederelbe;21629;4168;Niedersachsen
Neu Zachun;;19230;38859;Mecklenburg-Vorpommern
Neu Zauche;;15913;35475;Brandenburg
Neu Zittau;;15537;3362;Brandenburg
Neualbenreuth;;95698;9638;Bayern
Neu-Anspach;;61267;6081;Hessen
Neuasbach;;89522;7321;Baden-Württemberg
Neu-Bamberg;;55546;6703;Rheinland-Pfalz
Neubarnim;;15324;33452;Brandenburg
Neubau;b Rockenhausen;67808;6361;Rheinland-Pfalz
Neubensdorf;;14789;33839;Brandenburg
Neuberend;;24879;4621;Schlewig-Holstein
Neuberg;, Hess;63543;6185;Hessen
Neubeuern;;83115;8035;Bayern
Neubiberg;;85579;89;Bayern
Neubodenbach;;1683;35242;Sachsen
Neubörger;;26909;4966;Niedersachsen
Neubrandenburg;, Meckl;17033;395;Mecklenburg-Vorpommern
Neubrandenburg;, Meckl;17034;395;Mecklenburg-Vorpommern
Neubrandenburg;, Meckl;17036;395;Mecklenburg-Vorpommern
Neubraunshain;;4617;34498;Thüringen
Neubrück;(Spree);15848;33672;Brandenburg
Neubrunn;b Würzburg;97277;9307;Bayern
Neubrunn;b Meiningen;98617;36947;Thüringen
Neubukow;;18233;38294;Mecklenburg-Vorpommern
Neubulach;;75387;7053;Baden-Württemberg
Neuburg;am Rhein;76776;7273;Rheinland-Pfalz
Neuburg;a d Kammel;86476;8283;Bayern
Neuburg;a d Donau;86633;8283;Bayern
Neuburg;a. Inn;94127;8507;Bayern
Neuburg-Steinhausen;;23974;38426;Mecklenburg-Vorpommern
Neuburxdorf;;4931;35342;Brandenburg
Neuching;;85467;8123;Bayern
Neudeck;, Elster;4895;35365;Brandenburg
Neudenau;;74861;6264;Baden-Württemberg
Neu-Diesburgerhof;;54668;6523;Rheinland-Pfalz
Neudietendorf;;99192;36202;Thüringen
Neudorf;b Quedlinburg;6493;39484;Sachsen-Anhalt
Neudorf;b Pritzwalk;16928;3395;Brandenburg
Neudorf-Bornstein;;24214;4351;Schlewig-Holstein
Neudörfchen;b Bernau b Berlin;16348;;Brandenburg
Neudrossenfeld;;95512;9203;Bayern
Neue Mühle;b Saalfeld, Saale;7338;;Thüringen
Neue Mühle;b Büchen;21514;;Schlewig-Holstein
Neuehütte;;16230;3334;Brandenburg
Neuehütten;;14827;33849;Brandenburg
Neu-Eichenberg;;37249;5504;Hessen
Neuekrug;b Salzwedel;29413;3902;Sachsen-Anhalt
Neuenbau;;96515;3675;Thüringen
Neuenbeuthen;;7338;36737;Thüringen
Neuenbrook;, Holst;25578;4824;Schlewig-Holstein
Neuenburg;am Rhein;79395;7634;Baden-Württemberg
Neuenbürg;, Württ;75305;7082;Baden-Württemberg
Neuendeich;b Uetersen;25436;4122;Schlewig-Holstein
Neuendettelsau;;91564;9874;Bayern
Neuendorf;b Königs Wusterhausen;15755;33766;Brandenburg
Neuendorf;b Beeskow;15848;3366;Brandenburg
Neuendorf;b Oranienburg;16515;33051;Brandenburg
Neuendorf;b Neustadt, Dosse;16845;33973;Brandenburg
Neuendorf;b Bützow;18246;38461;Mecklenburg-Vorpommern
Neuendorf;b Ribnitz-Damgarten;18317;38223;Mecklenburg-Vorpommern
Neuendorf;b. Elmshorn;25335;4121;Schlewig-Holstein
Neuendorf;b. Wilster;25554;4823;Schlewig-Holstein
Neuendorf;b Leinefelde;37339;36071;Thüringen
Neuendorf;, Altmark;38486;3909;Sachsen-Anhalt
Neuendorf;, Eifel;54597;6552;Rheinland-Pfalz
Neuendorf;, Main;97788;9351;Bayern
Neuendorf A;b Torgelow, Vorpommern;17379;39777;Mecklenburg-Vorpommern
Neuendorf am Damm;;39624;39080;Sachsen-Anhalt
Neuendorf am See;;15910;35473;Brandenburg
Neuendorf B;;17391;39723;Mecklenburg-Vorpommern
Neuendorf b Brück;;14822;33844;Brandenburg
Neuendorf b Niemegk;;14823;33843;Brandenburg
Neuendorf Heide;;18317;38223;Mecklenburg-Vorpommern
Neuendorf im Sande;;15518;3361;Brandenburg
Neuendorf, Hiddensee;;18565;38300;Mecklenburg-Vorpommern
Neuengönna;;7778;36427;Thüringen
Neuengörs;;23818;4550;Schlewig-Holstein
Neuenhagen;b Berlin;15366;3342;Brandenburg
Neuenhagen;b Bad Freienwalde;16259;33369;Brandenburg
Neuenhagen;b Grevesmühlen;23942;38827;Mecklenburg-Vorpommern
Neuenhaus;, Dinkel;49828;5941;Niedersachsen
Neuenhofe;;39345;3904;Sachsen-Anhalt
Neuenkirchen;b Neubrandenburg;17039;395;Mecklenburg-Vorpommern
Neuenkirchen;b Anklam;17392;39727;Mecklenburg-Vorpommern
Neuenkirchen;b Greifswald;17498;395;Mecklenburg-Vorpommern
Neuenkirchen;, Rügen;18569;38309;Mecklenburg-Vorpommern
Neuenkirchen;b Zarrentin;19246;38853;Mecklenburg-Vorpommern
Neuenkirchen;b Horneburg, Niederelbe;21640;4163;Niedersachsen
Neuenkirchen;, Land Hadeln;21763;4751;Niedersachsen
Neuenkirchen;, Dithm;25792;4837;Schlewig-Holstein
Neuenkirchen;b Bassum;27251;4245;Niedersachsen
Neuenkirchen;, Lüneburger Heide;29643;5192;Niedersachsen
Neuenkirchen;, Kr Steinfurt;48485;5973;Nordrhein-Westfalen
Neuenkirchen;b Bramsche, Hase;49586;5465;Niedersachsen
Neuenkirchen-Vörden;;49434;5495;Niedersachsen
Neuenlübke;;18320;38225;Mecklenburg-Vorpommern
Neuenmarkt;;95339;9227;Bayern
Neuenrade;;58809;2392;Nordrhein-Westfalen
Neuenrode;b Hagenow;19230;38854;Mecklenburg-Vorpommern
Neuenrost;;18320;38225;Mecklenburg-Vorpommern
Neuensalz;;8541;3741;Sachsen
Neuenstadt;am Kocher;74196;7139;Baden-Württemberg
Neuenstein;, Hess;36286;6677;Hessen
Neuenstein;, Württ;74632;7942;Baden-Württemberg
Neuental;;34599;6693;Hessen
Neuenweg;;79691;7673;Baden-Württemberg
Neuerburg;, Eifel;54673;6564;Rheinland-Pfalz
Neuerkirch;;55471;6761;Rheinland-Pfalz
Neuermark-Lübars;;39524;39327;Sachsen-Anhalt
Neuerstadt;;6926;35384;Sachsen-Anhalt
Neues Wiesenhaus;;8309;;Sachsen
Neufahrn;, Niederbay;84088;8773;Bayern
Neufahrn;b. Freising;85375;8165;Bayern
Neufarn;;85646;8121;Bayern
Neufeld;, Dithm;25724;4851;Schlewig-Holstein
Neufelderkoog;;25724;4856;Schlewig-Holstein
Neufeldhof;;76767;7273;Rheinland-Pfalz
Neuferchau;;38486;39008;Sachsen-Anhalt
Neuffen;;72639;7025;Baden-Württemberg
Neufra;, Hohenz;72419;7577;Baden-Württemberg
Neufraunhofen;;84181;8742;Bayern
Neugattersleben;;6429;34721;Sachsen-Anhalt
Neugernsdorf;;7980;36625;Thüringen
Neugersdorf;, Sachs;2727;3586;Sachsen
Neugersdorf;b Bad Freienwalde;16259;33451;Brandenburg
Neuglobsow;;16775;33082;Brandenburg
Neugrimnitz;;16247;33361;Brandenburg
Neugüster;;21514;4158;Schlewig-Holstein
Neuhardenberg;;15320;33476;Brandenburg
Neuharlingersiel;;26427;4974;Niedersachsen
Neuhaus;b Sangerhausen;6528;34658;Sachsen-Anhalt
Neuhaus;, Elbe;19273;38841;Niedersachsen
Neuhaus;(Oste);21785;4752;Niedersachsen
Neuhaus;, Württ;78733;;Baden-Württemberg
Neuhaus;a d Pegnitz;91284;9156;Bayern
Neuhaus;a. Inn;94152;8503;Bayern
Neuhaus;am Rennweg;98724;3679;Thüringen
Neuhäusel;, Westerw;56335;2620;Rheinland-Pfalz
Neuhausen;, NL;3058;35605;Brandenburg
Neuhausen;/Erzgeb.;9544;37361;Sachsen
Neuhausen;b Pritzwalk;16928;3395;Brandenburg
Neuhausen;b Perleberg;19348;38785;Brandenburg
Neuhausen;auf den Fildern;73765;7158;Baden-Württemberg
Neuhausen;, Enzkr;75242;7234;Baden-Württemberg
Neuhausen;ob Eck;78579;7467;Baden-Württemberg
Neuhaus-Schierschnitz;;96524;36764;Thüringen
Neuheilenbach;;54597;6563;Rheinland-Pfalz
Neuheim;b Jüterbog;14913;3372;Brandenburg
Neuhemsbach;;67680;6303;Rheinland-Pfalz
Neuhof;b Zossen b Berlin;15838;33702;Brandenburg
Neuhof;b Pritzwalk;16928;3395;Brandenburg
Neuhof;b Bad Doberan;18209;38203;Mecklenburg-Vorpommern
Neuhof;b Hagenow;19246;38853;Mecklenburg-Vorpommern
Neuhof;b Perleberg;19357;38783;Brandenburg
Neuhof;b Sternberg;19417;38484;Mecklenburg-Vorpommern
Neuhof;, Holst;23669;4503;Schlewig-Holstein
Neuhof;b Neukloster;23992;38422;Mecklenburg-Vorpommern
Neuhof;b Wismar, Meckl;23996;;Mecklenburg-Vorpommern
Neuhof;b Lamspringe;31195;5183;Niedersachsen
Neuhof;, Kr Fulda;36119;6655;Hessen
Neuhof;b Züsch;54422;6782;Rheinland-Pfalz
Neuhof;b Kaisersesch;56759;2653;Rheinland-Pfalz
Neuhof;b Grünstadt;67316;;Rheinland-Pfalz
Neuhof;b Kaiserslautern;67705;6307;Rheinland-Pfalz
Neuhof;b Eppingen;75031;7262;Baden-Württemberg
Neuhof;a d Zenn;90616;9107;Bayern
Neuhof b Zinna;;14913;3372;Brandenburg
Neuhofen;, Pfalz;67141;6236;Rheinland-Pfalz
Neuholland;b Oranienburg;16515;33054;Brandenburg
Neuhütten;, Hunsrück;54422;6503;Rheinland-Pfalz
Neuhütten;, Unterfr;97843;6020;Bayern
Neu-Isenburg;;63263;6102;Hessen
Neu-Isenburg;;63263;6102;Hessen
Neukalen;;17154;39956;Mecklenburg-Vorpommern
Neukamperfehn;;26835;4946;Niedersachsen
Neu-Kentzlin;;17111;39952;Mecklenburg-Vorpommern
Neukieritzsch;;4575;34342;Sachsen
Neukietz b Wriezen;;16259;;Brandenburg
Neukirch;, Lausitz;1904;35951;Sachsen
Neukirch;b Königsbrück;1936;35795;Sachsen
Neukirch;b Tettnang;88099;7528;Baden-Württemberg
Neukirchen;/Pleiße;8459;3762;Sachsen
Neukirchen;/Erzgeb.;9221;371;Sachsen
Neukirchen;b Freiberg, Sachs;9629;37324;Sachsen
Neukirchen;b Bützow;18246;38466;Mecklenburg-Vorpommern
Neukirchen;b Oldenburg in Holstein;23779;4365;Schlewig-Holstein
Neukirchen;b Niebüll;25927;4664;Schlewig-Holstein
Neukirchen;, Knüllgeb;34626;6694;Hessen
Neukirchen;(Altmark);39615;39396;Sachsen-Anhalt
Neukirchen;a Teisenberg;83364;8666;Bayern
Neukirchen;b Sulzbach-Rosenberg;92259;9663;Bayern
Neukirchen;b Hl Blut;93453;9947;Bayern
Neukirchen;vorm Wald;94154;8504;Bayern
Neukirchen;b Bogen, Niederbay;94362;9961;Bayern
Neukirchen-Adorf;, Erzgeb;9221;3721;Sachsen
Neukirchen-Balbini;;92445;9465;Bayern
Neukirchen-Vluyn;;47506;2845;Nordrhein-Westfalen
Neukirchen-Vluyn;;47506;2845;Nordrhein-Westfalen
Neukloster;, Meckl;23992;38422;Mecklenburg-Vorpommern
Neukünkendorf;;16278;3331;Brandenburg
Neuküstrinchen;;16259;33457;Brandenburg
Neukyhna;;4509;34954;Sachsen
Neulehe;;26909;4968;Niedersachsen
Neuleiningen;;67271;6359;Rheinland-Pfalz
Neuleiningen-Tal;;67271;6359;Rheinland-Pfalz
Neuler;;73491;7961;Baden-Württemberg
Neulewin;;16259;33452;Brandenburg
Neulietzegöricke;;16259;33457;Brandenburg
Neulingen;, Altmark;39615;39384;Sachsen-Anhalt
Neulingen;, Enzkr;75245;7237;Baden-Württemberg
Neulögow;;16775;33085;Brandenburg
Neulöwenberg;;16775;33094;Brandenburg
Neulußheim;;68809;6205;Baden-Württemberg
Neumädewitz;;16259;33456;Brandenburg
Neumagen-Dhron;;54347;6507;Rheinland-Pfalz
Neumark;, Sachs;8496;37600;Sachsen
Neumark;b Weimar, Thür;99439;36452;Thüringen
Neumarkt;, Oberpf;92318;9181;Bayern
Neumarkt-Sankt Veit;;84494;8639;Bayern
Neu-Maschine;;67466;;Rheinland-Pfalz
Neumolkenberg;;14715;;Sachsen-Anhalt
Neumühle;b Wurzbach;7343;36652;Thüringen
Neumühle;b Greiz;7980;3661;Thüringen
Neumühle;b Wismar, Meckl;23992;38422;Mecklenburg-Vorpommern
Neumühle;b Hütterscheid;54636;6527;Rheinland-Pfalz
Neumühle;b Fichtenau;74579;7962;Baden-Württemberg
Neumühle;, Queich;76857;6346;Rheinland-Pfalz
Neumühlen;, Kr Lüneburg;21379;5850;Niedersachsen
